Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area,Index
3 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.59 Cr,1.59 Cr,Gachibowli Hyderabad,145 sqm,Ready to Move,1 out of 24,New Property,Semi-Furnished,,Garden/Park,Orchid Residency,3.0,3.0,1.0,Leasehold,1907 sqft,,,3109
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.6 Cr,1.6 Cr,Whitefield Bangalore,104 sqm,Under Construction,4 out of 19,New Property,Furnished,,Garden/Park,,4.0,3.0,1.0,Freehold,1444 sqft,,,3110
1 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",39.0 Lac,39.0 Lac,Thane West Mumbai,319 sqft,Under Construction,8 out of 23,Resale,Furnished,,Club,,3.0,3.0,1.0,Leasehold,391 sqft,,,3111
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.67 Cr,1.67 Cr,Vaishali Ghaziabad,92 sqm,Under Construction,5 out of 23,Resale,Unfurnished,,Pool,,3.0,3.0,,Co-operative Society,1063 sqft,,,3112
2 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",68.9 Lac,68.9 Lac,Electronic City Bangalore,65 sqm,Ready to Move,2 out of 13,Resale,Furnished,West,Garden/Park,Green Valley Residency,2.0,1.0,1.0,Leasehold,820 sqft,,,3113
4 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.97 Cr,1.97 Cr,Kondapur Hyderabad,1654 sqft,Under Construction,1 out of 8,New Property,Unfurnished,West,Garden/Park,Green Valley Residency,2.0,,2.0,Co-operative Society,,,,3114
2 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",99.9 Lac,99.9 Lac,Vaishali Ghaziabad,90 sqm,Under Construction,2 out of 6,New Property,Semi-Furnished,,Club,Lake View Residency,,,1.0,Power Of Attorney,1031 sqft,,,3115
2 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",2.14 Cr,2.14 Cr,Dwarka Delhi,1421 sqft,Under Construction,1 out of 13,New Property,Furnished,East,,,,3.0,0.0,Freehold,1591 sqft,,,3116
3 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",67.3 Lac,67.3 Lac,Sector 137 Noida,1416 sqft,Ready to Move,2 out of 8,Resale,Unfurnished,West,Pool,Maple Residency,1.0,0.0,1.0,Leasehold,1542 sqft,,,3117
3 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.34 Cr,1.34 Cr,Kondapur Hyderabad,1330 sqft,Ready to Move,3 out of 22,Resale,Unfurnished,East,Garden/Park,Maple Residency,4.0,0.0,2.0,Power Of Attorney,1690 sqft,,,3118
2 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",88.1 Lac,88.1 Lac,Vaishali Ghaziabad,803 sqft,Ready to Move,4 out of 14,Resale,Unfurnished,South-West,Garden/Park,Royal Enclave Residency,2.0,0.0,,Leasehold,1017 sqft,,,3119
3 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",21.1 Lac,21.1 Lac,Vaishali Ghaziabad,250 sqft,Ready to Move,2 out of 9,New Property,Semi-Furnished,,,Lake View Residency,2.0,0.0,,Leasehold,269 sqft,,,3120
3 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.14 Cr,1.14 Cr,Dwarka Delhi,1017 sqft,Ready to Move,6 out of 22,New Property,Semi-Furnished,South-West,Main Road,Lake View Residency,2.0,2.0,1.0,Power Of Attorney,1214 sqft,,,3121
4 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",4.5 Cr,4.5 Cr,Gachibowli Hyderabad,90 sqm,Under Construction,9 out of 19,New Property,Semi-Furnished,East,Garden/Park,,1.0,0.0,2.0,Power Of Attorney,1135 sqft,,,3122
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.19 Cr,1.19 Cr,Rajarhat Kolkata,1682 sqft,Under Construction,3 out of 5,New Property,Furnished,West,Pool,,2.0,3.0,1.0,Leasehold,2045 sqft,,,3123
4 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.4 Cr,1.4 Cr,Gachibowli Hyderabad,1724 sqft,Ready to Move,1 out of 3,New Property,Semi-Furnished,North,,,3.0,3.0,2.0,Freehold,2060 sqft,,,3124
1 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",66.1 Lac,66.1 Lac,Powai Mumbai,771 sqft,Under Construction,2 out of 10,New Property,Furnished,North,Main Road,,1.0,3.0,,Power Of Attorney,995 sqft,,,3125
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.0 Cr,1.0 Cr,Andheri West Mumbai,924 sqft,Under Construction,5 out of 11,Resale,Semi-Furnished,North,Club,,4.0,1.0,2.0,Leasehold,1189 sqft,,,3126
3 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",1.46 Cr,1.46 Cr,Sector 137 Noida,1875 sqft,Under Construction,1 out of 8,Resale,Unfurnished,North,Pool,Silver Oak Residency,3.0,2.0,,Co-operative Society,2375 sqft,,,3127
1 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Gachibowli Hyderabad,73 sqm,Under Construction,9 out of 23,Resale,Furnished,South-West,Pool,Palm Grove Residency,1.0,3.0,1.0,Leasehold,1007 sqft,,,3128
1 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",82.4 Lac,82.4 Lac,Baner Pune,83 sqm,Ready to Move,1 out of 13,New Property,Furnished,East,Garden/Park,Orchid Residency,1.0,1.0,0.0,Leasehold,1143 sqft,,,3129
2 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",62.2 Lac,62.2 Lac,Whitefield Bangalore,601 sqft,Under Construction,4 out of 6,Resale,Unfurnished,North,Main Road,Orchid Residency,4.0,0.0,0.0,Freehold,769 sqft,,,3130
3 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.17 Cr,1.17 Cr,Kondapur Hyderabad,1055 sqft,Under Construction,Ground out of 2,New Property,Semi-Furnished,North,Club,Palm Grove Residency,3.0,0.0,,Power Of Attorney,1353 sqft,,,3131
4 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",59.7 Lac,59.7 Lac,Powai Mumbai,76 sqm,Under Construction,11 out of 18,Resale,Unfurnished,North-East,Garden/Park,Orchid Residency,3.0,0.0,2.0,Leasehold,886 sqft,,,3132
4 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",2.17 Cr,2.17 Cr,Whitefield Bangalore,1430 sqft,Ready to Move,12 out of 18,Resale,Furnished,,,Lake View Residency,2.0,0.0,0.0,Co-operative Society,1828 sqft,,,3133
3 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.07 Cr,1.07 Cr,Vaishali Ghaziabad,60 sqm,Ready to Move,6 out of 22,Resale,Unfurnished,East,,,3.0,1.0,,Power Of Attorney,776 sqft,,,3134
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.3 Cr,1.3 Cr,Kondapur Hyderabad,1796 sqft,Under Construction,3 out of 6,New Property,Furnished,South,Pool,,2.0,1.0,0.0,Leasehold,2209 sqft,,,3135
1 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.45 Cr,1.45 Cr,Powai Mumbai,135 sqm,Under Construction,4 out of 4,New Property,Unfurnished,North-East,Garden/Park,Silver Oak Residency,1.0,3.0,1.0,Freehold,1788 sqft,,,3136
4 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.32 Cr,1.32 Cr,Gachibowli Hyderabad,1346 sqft,Ready to Move,9 out of 15,Resale,Furnished,North-East,Pool,Orchid Residency,2.0,1.0,0.0,Leasehold,1556 sqft,,,3137
2 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.93 Cr,1.93 Cr,HSR Layout Bangalore,1504 sqft,Ready to Move,Ground out of 10,Resale,Furnished,East,Garden/Park,,2.0,,0.0,Power Of Attorney,1818 sqft,,,3138
3 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",21.1 Lac,21.1 Lac,Thane West Mumbai,250 sqft,Under Construction,6 out of 6,New Property,Unfurnished,South-West,Garden/Park,,1.0,3.0,0.0,Leasehold,316 sqft,,,3139
4 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",56.3 Lac,56.3 Lac,Miyapur Hyderabad,836 sqft,Ready to Move,5 out of 8,Resale,Semi-Furnished,West,Garden/Park,,3.0,3.0,1.0,Freehold,880 sqft,,,3140
2 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",1.32 Cr,1.32 Cr,Sector 62 Noida,1126 sqft,Under Construction,Ground out of 1,Resale,Unfurnished,North-East,Club,,3.0,1.0,1.0,Co-operative Society,1317 sqft,,,3141
4 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.74 Cr,1.74 Cr,Rajarhat Kolkata,2062 sqft,Ready to Move,4 out of 17,New Property,Semi-Furnished,South-West,Main Road,Green Valley Residency,4.0,2.0,2.0,Power Of Attorney,2244 sqft,,,3142
2 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.45 Cr,1.45 Cr,Dwarka Delhi,1006 sqft,Under Construction,2 out of 3,Resale,Furnished,North-East,Pool,Palm Grove Residency,4.0,3.0,1.0,Leasehold,1229 sqft,,,3143
1 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.11 Cr,1.11 Cr,Baner Pune,999 sqft,Ready to Move,11 out of 13,New Property,Semi-Furnished,North-East,Garden/Park,Sunrise Residency,2.0,0.0,2.0,Power Of Attorney,,,,3144
3 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.59 Cr,1.59 Cr,Kondapur Hyderabad,1514 sqft,Ready to Move,17 out of 20,New Property,Semi-Furnished,North,Main Road,Silver Oak Residency,2.0,2.0,1.0,Leasehold,1909 sqft,,,3145
1 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.53 Cr,1.53 Cr,Whitefield Bangalore,1566 sqft,Under Construction,2 out of 8,Resale,Unfurnished,West,Pool,Lake View Residency,1.0,0.0,1.0,Leasehold,1782 sqft,,,3146
2 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.21 Cr,1.21 Cr,Andheri West Mumbai,1146 sqft,Ready to Move,11 out of 19,New Property,Furnished,South,Club,,4.0,1.0,0.0,Co-operative Society,1274 sqft,,,3147
4 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.69 Cr,1.69 Cr,New Town Kolkata,1119 sqft,Under Construction,Ground out of 1,Resale,Unfurnished,South-West,Club,,2.0,0.0,0.0,Freehold,1178 sqft,,,3148
2 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.99 Cr,1.99 Cr,Dwarka Delhi,1200 sqft,Under Construction,9 out of 11,New Property,Semi-Furnished,West,Pool,Palm Grove Residency,2.0,2.0,2.0,Power Of Attorney,1471 sqft,,,3149
4 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",27.3 Lac,27.3 Lac,New Town Kolkata,347 sqft,Ready to Move,6 out of 12,Resale,Furnished,South-West,Main Road,,4.0,1.0,1.0,Freehold,381 sqft,,,3150
1 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.33 Cr,1.33 Cr,Electronic City Bangalore,128 sqm,Under Construction,Ground out of 12,New Property,Unfurnished,North,Club,Green Valley Residency,4.0,2.0,0.0,Leasehold,1740 sqft,,,3151
3 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",90.6 Lac,90.6 Lac,Vaishali Ghaziabad,670 sqft,Ready to Move,7 out of 10,New Property,Furnished,South-West,Club,Sunrise Residency,1.0,3.0,1.0,Leasehold,761 sqft,,,3152
1 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Sector 137 Noida,1639 sqft,Ready to Move,2 out of 8,Resale,Furnished,South-West,Club,Maple Residency,2.0,2.0,2.0,Freehold,2033 sqft,,,3153
4 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",2.31 Cr,2.31 Cr,Baner Pune,1335 sqft,Under Construction,12 out of 24,New Property,Furnished,South-West,Club,Lake View Residency,2.0,,2.0,Co-operative Society,1634 sqft,,,3154
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.91 Cr,1.91 Cr,Whitefield Bangalore,1939 sqft,Under Construction,4 out of 5,New Property,Unfurnished,North,Garden/Park,Sunrise Residency,1.0,0.0,0.0,Leasehold,2379 sqft,,,3155
3 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",1.19 Cr,1.19 Cr,Sector 62 Noida,1670 sqft,Ready to Move,Ground out of 6,New Property,Semi-Furnished,North-East,,Palm Grove Residency,2.0,,1.0,Co-operative Society,1838 sqft,,,3156
4 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.25 Cr,1.25 Cr,Miyapur Hyderabad,102 sqm,Ready to Move,12 out of 16,Resale,Furnished,South,Garden/Park,Silver Oak Residency,4.0,0.0,1.0,Freehold,1176 sqft,,,3157
4 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.58 Cr,1.58 Cr,Powai Mumbai,1542 sqft,Under Construction,12 out of 21,Resale,Furnished,North-East,,Sunrise Residency,2.0,0.0,0.0,Freehold,,,,3158
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",32.5 Lac,32.5 Lac,Vaishali Ghaziabad,255 sqft,Under Construction,6 out of 18,Resale,Furnished,North-East,Pool,Green Valley Residency,3.0,2.0,2.0,Power Of Attorney,279 sqft,,,3159
3 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",25.1 Lac,25.1 Lac,Sector 62 Noida,250 sqft,Under Construction,3 out of 18,New Property,Semi-Furnished,South,Garden/Park,Silver Oak Residency,4.0,1.0,0.0,Leasehold,295 sqft,,,3160
3 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.24 Cr,1.24 Cr,Salt Lake Kolkata,919 sqft,Ready to Move,5 out of 11,New Property,Semi-Furnished,South-West,Club,,4.0,1.0,0.0,Freehold,1026 sqft,,,3161
4 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",95.2 Lac,95.2 Lac,Kondapur Hyderabad,899 sqft,Under Construction,1 out of 1,New Property,Semi-Furnished,South-West,Club,Royal Enclave Residency,4.0,0.0,1.0,Power Of Attorney,1149 sqft,,,3162
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.4 Cr,1.4 Cr,Whitefield Bangalore,1728 sqft,Under Construction,1 out of 18,Resale,Semi-Furnished,South-West,Pool,,4.0,0.0,0.0,Co-operative Society,2173 sqft,,,3163
1 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",71.7 Lac,71.7 Lac,Gachibowli Hyderabad,956 sqft,Ready to Move,7 out of 23,New Property,Unfurnished,South-West,Pool,,3.0,3.0,2.0,Leasehold,1210 sqft,,,3164
1 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",35.1 Lac,35.1 Lac,Gachibowli Hyderabad,448 sqft,Ready to Move,1 out of 6,Resale,Semi-Furnished,East,Club,Lake View Residency,1.0,1.0,0.0,Co-operative Society,497 sqft,,,3165
3 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",2.67 Cr,2.67 Cr,Baner Pune,2016 sqft,Under Construction,8 out of 17,New Property,Semi-Furnished,North,Main Road,,2.0,0.0,1.0,Leasehold,2524 sqft,,,3166
4 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",26.3 Lac,26.3 Lac,Baner Pune,27 sqm,Ready to Move,6 out of 17,Resale,Unfurnished,North,Main Road,Maple Residency,3.0,0.0,2.0,Leasehold,321 sqft,,,3167
3 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.61 Cr,1.61 Cr,Gachibowli Hyderabad,1543 sqft,Ready to Move,9 out of 16,New Property,Semi-Furnished,North,Garden/Park,Green Valley Residency,4.0,2.0,0.0,Power Of Attorney,1741 sqft,,,3168
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",82.1 Lac,82.1 Lac,HSR Layout Bangalore,795 sqft,Under Construction,4 out of 4,New Property,Semi-Furnished,South-West,Pool,,1.0,2.0,2.0,Freehold,936 sqft,,,3169
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.67 Cr,1.67 Cr,HSR Layout Bangalore,1382 sqft,Under Construction,4 out of 12,New Property,Semi-Furnished,,Pool,,2.0,0.0,2.0,Leasehold,,,,3170
4 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",95.4 Lac,95.4 Lac,Kondapur Hyderabad,928 sqft,Under Construction,10 out of 21,Resale,Semi-Furnished,South,Main Road,,4.0,1.0,0.0,Power Of Attorney,,,,3171
2 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",80.6 Lac,80.6 Lac,Miyapur Hyderabad,687 sqft,Under Construction,2 out of 2,Resale,Unfurnished,East,Main Road,Silver Oak Residency,1.0,1.0,,Power Of Attorney,773 sqft,,,3172
4 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.34 Cr,1.34 Cr,Powai Mumbai,1802 sqft,Ready to Move,8 out of 11,Resale,Furnished,East,Pool,,2.0,0.0,2.0,Co-operative Society,1961 sqft,,,3173
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.51 Cr,1.51 Cr,Kharadi Pune,133 sqm,Ready to Move,2 out of 2,Resale,Furnished,East,Pool,Sunrise Residency,3.0,3.0,2.0,Freehold,1718 sqft,,,3174
4 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.07 Cr,1.07 Cr,Dwarka Delhi,956 sqft,Under Construction,4 out of 5,Resale,Semi-Furnished,South,Club,,2.0,,,Freehold,1046 sqft,,,3175
2 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",1.12 Cr,1.12 Cr,Sector 62 Noida,994 sqft,Under Construction,11 out of 12,Resale,Semi-Furnished,West,Pool,,3.0,3.0,0.0,Freehold,1101 sqft,,,3176
